designation,quantite,prix_achat,cout_revient_pourcentage,cout_revient,prix_gros_pourcentage,prix_gros,prix_vente_pourcentage,prix_vente,
تعمرة حجر 60 سوداء,4.00,18,2,18.36,10,19.8,25,22.5,18
PANEL 10W 3D ROND SPOTA,6.00,15,2,15.3,10,16.5,25,18.75,15
PANEL 18W 3D ROND SPOTA,6.00,22,2,22.44,10,24.2,25,27.5,22
PANEL 24W 3D ROND SPOTA,2.00,26,2,26.52,10,28.6,25,32.5,26
PANEL 36W 3D ROND SPOTA,5.00,35,2,35.7,10,38.5,25,43.75,35
فيش بلابور,93.00,1,2,1.02,10,1.1,25,1.25,1
بروكة دهبية 100,-2.00,450,2,459,10,495,25,562.5,450
مكينة فينيسيون صغيرة 12-05 XCORT,2.00,340,2,346.8,10,374,25,425,340
مليطة ركاب احمر + مسطرو سوداء,1.00,160,2,163.2,10,176,25,200,160
لافابو أسود ممتاز مثلث 78*78,1.00,2400.00,2,2448,10,2640,25,3000,2400
RELAX 75X40لافابو,1.00,800,2,816,10,880,25,1000,800
لافابو دوبل مربع 86*44,1.00,1500.00,2,1530,10,1650,25,1875,1500
Sanili 60*45 لافابو اينوكس,1.00,800,2,816,10,880,25,1000,800
codaflex حجر صغير,-1.00,65,2,66.3,10,71.5,25,81.25,65
codaflex حجر كبير,63.00,65,2,66.3,10,71.5,25,81.25,65
شاريو مرمو اصفر صغير,0.00,650,2,663,10,715,25,812.5,650
INCCO 1300W 7KG ديكاجور,8.00,862,2,879.24,10,948.2,25,1077.5,862
مكينة الحك صباغة 1200W XCORT,3.00,1000.00,2,1020,10,1100,25,1250,1000
orange 180° مراءة الطريق,1.00,400,2,408,10,440,25,500,400
مليطة سوارت ممتازة INGCO,1.00,899,2,916.98,10,988.9,25,1123.75,899
DRILL AND DRIVING ACCESSORY,1.00,615,2,627.3,10,676.5,25,768.75,615
فيبراسيون بيطون DEXTAIR 22V,0.00,1650.00,2,1683,10,1815,25,2062.5,1650
Pompe peripherique 0.5HP 16 Tw,0.00,350,2,357,10,385,25,437.5,350
Pompe peripherique 0.5HP 06 Tw,1.00,420,2,428.4,10,462,25,525,420
"POMPE FERRI 12V 0,75HP",0.00,270,2,275.4,10,297,25,337.5,270
Pompe Centrifugal 1.0HP Twp275,0.00,950,2,969,10,1045,25,1187.5,950
Pompe immergee 2HP Twp515001,1.00,2600.00,2,2652,10,2860,25,3250,2600
Pompe immergee 0.75HP Twp555,1.00,1800.00,2,1836,10,1980,25,2250,1800
Pompe immergee 0.5HP Twp5370,1.00,1550.00,2,1581,10,1705,25,1937.5,1550
BOTONIYA XCORT 01-260L ية بيطون,1.00,3750.00,2,3825,10,4125,25,4687.5,3750
سبوما البناء SIKA BOOM,-57.00,58,2,59.16,10,63.8,25,72.5,58
Prise control immergee 2.0HP Tw,1.00,200,2,204,10,220,25,250,200
Prise control immergee 0.5HP Tw,1.00,170,2,173.4,10,187,25,212.5,170
sika mortier rapide 5 kg,-18.00,298,2,303.96,10,327.8,25,372.5,298
SIKA FILL TOITURE,0.00,456,2,465.12,10,501.6,25,570,456
epoxy grout 5 kg,1.00,660,2,673.2,10,726,25,825,660
sika conservador b25l,2.00,599,2,610.98,10,658.9,25,748.75,599
TOTAL 750W منشار ضوء,1.00,500,2,510,10,550,25,625,500
منشار خشب متوسط باتري INCCO 20V,1.00,712,2,726.24,10,783.2,25,890,712
ديسكو منشار الشجر TOTAL,1.00,1200.00,2,1224,10,1320,25,1500,1200
TOTAL 63*300 سرجوان,0.00,49,2,49.98,10,53.9,25,61.25,49
سرجوان حديد 200 TOTAL,1.00,40,2,40.8,10,44,25,50,40
سرجوان حديد 250 TOTAL,1.00,45,2,45.9,10,49.5,25,56.25,45
سرجوان حديد 150 TOTAL,-1.00,35,2,35.7,10,38.5,25,43.75,35
رولو كرياج كرفانيزي 50 متر,1.00,325,2,331.5,10,357.5,25,406.25,325
متر كرياج عادي,-40.00,3,2,3.06,10,3.3,25,3.75,3
sika top 122,-1.00,658,2,671.16,10,723.8,25,822.5,658
لامون باتري INGCO 20V,1.00,674,2,687.48,10,741.4,25,842.5,674
INCCO 680W شينيور,1.00,449,2,457.98,10,493.9,25,561.25,449
brillex-P 5L,0.00,145,2,147.9,10,159.5,25,181.25,145
Lithos 5L بردوي,2.00,590,2,601.8,10,649,25,737.5,590
sh 100 1Lبرودوي,2.00,160,2,163.2,10,176,25,200,160
MIXER MACCHIABLOOCK 5L,-2.00,750,2,765,10,825,25,937.5,750
GEKKOTA 48MM شكوتش,-140.00,15,2,15.3,10,16.5,25,18.75,15
سيبور جوان زليج لامون,1.00,220,2,224.4,10,242,25,275,220
INCCO 710W لامون,0.00,224,2,228.48,10,246.4,25,280,224
لباس الماء JADEVER,20.00,112,2,114.24,10,123.2,25,140,112
لباس الماء اخضر اسبنيا,0.00,140,2,142.8,10,154,25,175,140
نظارات الحماية,-46.00,9,2,9.18,10,9.9,25,11.25,9
مليطة سماطي VELAR,0.00,280,2,285.6,10,308,25,350,280
normal gris grand ميني بروس,1.00,7300.00,2,7446,10,8030,25,9125,7300
KINTA CEMENTO 1L,-24.00,26,2,26.52,10,28.6,25,32.5,26
alexe 1kg غبرة قوادس,6.00,32,2,32.64,10,35.2,25,40,32
alexe 0.5kg غبرة قوادس,0.00,21,2,21.42,10,23.1,25,26.25,21
VAST كانون,2.00,80,2,81.6,10,88,25,100,80
STONLY NOIR PRO 1 كانون,8.00,77,2,78.54,10,84.7,25,96.25,77
STOLNY NOIR 2 كانون,8.00,72,2,73.44,10,79.2,25,90,72
GMR 8CM كانون,8.00,66,2,67.32,10,72.6,25,82.5,66
AKM LUXE كانون,10.00,62,2,63.24,10,68.2,25,77.5,62
STONLY S6 كانون,4.00,48,2,48.96,10,52.8,25,60,48
STONLY PRO كانون,7.00,45,2,45.9,10,49.5,25,56.25,45
LIVIO 7CM كانون,6.00,45,2,45.9,10,49.5,25,56.25,45
STABILIT كانون,10.00,45,2,45.9,10,49.5,25,56.25,45
TISSA كانون,4.00,40,2,40.8,10,44,25,50,40
كانون FNK,1.00,36,2,36.72,10,39.6,25,45,36
LINCE كانون,9.00,35,2,35.7,10,38.5,25,43.75,35
UMEX ULTRA كانون,11.00,29,2,29.58,10,31.9,25,36.25,29
كانون اخضر LINKE,18.00,25,2,25.5,10,27.5,25,31.25,25
OSKAR MOVE كانون,11.00,24,2,24.48,10,26.4,25,30,24
كانون ازرق LINK,18.00,20,2,20.4,10,22,25,25,20
OSKAR ORANGE كانون,11.00,18,2,18.36,10,19.8,25,22.5,18
موس جوان زليج احمر SHIJING,1.00,80,2,81.6,10,88,25,100,80
سيبور هيدورة برتقالي ممتاز,8.00,15,2,15.3,10,16.5,25,18.75,15
سيبور هيدورة اسود عادي,21.00,5,2,5.1,10,5.5,25,6.25,5
فردي سيليكون داني رمادي,0.00,48,2,48.96,10,52.8,25,60,48
MMبروكلة هلتي قصيرة 20 ERGO,0.00,52,2,53.04,10,57.2,25,65,52
velar sds 18*بروكة بيطون‎310,9.00,35,2,35.7,10,38.5,25,43.75,35
velar sds 16*310 بروكة بيطون,0.00,28,2,28.56,10,30.8,25,35,28
velar sds 14*310 بروكة بيطون,5.00,25,2,25.5,10,27.5,25,31.25,25
VELAR SDS 14*350 بروكة بيطون,6.00,32,2,32.64,10,35.2,25,40,32
بروكة هلتي طويلة ERGO 10MM,1.00,35,2,35.7,10,38.5,25,43.75,35
velar sds 14*260 بروكة بيطون,2.00,21,2,21.42,10,23.1,25,26.25,21
velar sds 18*210 بروكة بيطون,10.00,29,2,29.58,10,31.9,25,36.25,29
velar sds 16*210 بروكة بيطون,0.00,24,2,24.48,10,26.4,25,30,24
velar sds 14*210 بروكة بيطون,2.00,20,2,20.4,10,22,25,25,20
بروكة هلتي 16 قصيرة,1.00,15,2,15.3,10,16.5,25,18.75,15
velar sds 12*160 بروكة بيطون,0.00,13,2,13.26,10,14.3,25,16.25,13
velar sds 10*310 بروكة بيطون,1.00,16,2,16.32,10,17.6,25,20,16
بروكة هلتي 6 قصيرة بوش,15.00,26,2,26.52,10,28.6,25,32.5,26
velar sds 8*210 بروكة بيطون,0.00,10,2,10.2,10,11,25,12.5,10
PYRAMED NOIR 60*45 لافابو,0.00,490,2,499.8,10,539,25,612.5,490
250sds*14 مكدي هلتي,-1.00,9,2,9.18,10,9.9,25,11.25,9
TOTAL 14*250*مكدي هلتي‎20,1.00,18,2,18.36,10,19.8,25,22.5,18
ABC PLAT 14*250*50 مكدي كراطاج,17.00,30,2,30.6,10,33,25,37.5,30
INCCO 12*160 بروكة هلتي,4.00,12,2,12.24,10,13.2,25,15,12
INCCO 10*160 بروكة هلتي,0.00,11,2,11.22,10,12.1,25,13.75,11
INCCO 8*160 بروكة هلتي,0.00,9,2,9.18,10,9.9,25,11.25,9
INCCO 6*160 بروكة هلتي,5.00,9,2,9.18,10,9.9,25,11.25,9
MECHE BETON PIG *06,6.00,5,2,5.1,10,5.5,25,6.25,5
MECHE BETON PIG *08,-2.00,6,2,6.12,10,6.6,25,7.5,6
MECHE BETON PIG *10,5.00,8,2,8.16,10,8.8,25,10,8
MECHE BETON PIG *12,7.00,10,2,10.2,10,11,25,12.5,10
بروكة زليج 10 IMLUX,38.00,15,2,15.3,10,16.5,25,18.75,15
بروكة زليج 8 IMLUX,4.00,12,2,12.24,10,13.2,25,15,12
بروكة زليج 12 IMLUX,46.00,18,2,18.36,10,19.8,25,22.5,18
طنطة اطلس ازرق,54.00,9,2,9.18,10,9.9,25,11.25,9
طنطة اطلس احمر,23.00,8,2,8.16,10,8.8,25,10,8
طنطة اطلس اسود,434.00,9,2,9.18,10,9.9,25,11.25,9
طنطة اطلس اصفر,67.00,9,2,9.18,10,9.9,25,11.25,9
طنطة اطلس اخضر,63.00,9,2,9.18,10,9.9,25,11.25,9
طنطة اطلس كريمة,-31.00,9,2,9.18,10,9.9,25,11.25,9
طنطة اطلس مارو,20.00,8,2,8.16,10,8.8,25,10,8
ARMATURA 100 نظام التهوية,3.00,75,2,76.5,10,82.5,25,93.75,75
MUTLUSAN 120 نظام التهوية,0.00,80,2,81.6,10,88,25,100,80
نظام التهوية 120 VSA,1.00,85,2,86.7,10,93.5,25,106.25,85
velar inox 22 بروكة,10.00,120,2,122.4,10,132,25,150,120
velar inox 16 بروكة,9.00,70,2,71.4,10,77,25,87.5,70
velar inox 10.5 بروكة,7.00,28,2,28.56,10,30.8,25,35,28
velar inox 8.5 بروكة,1.00,16,2,16.32,10,17.6,25,20,16
velar inox 6.5 بروكة,5.00,9,2,9.18,10,9.9,25,11.25,9
velar inox 6.بروكة,2.00,8,2,8.16,10,8.8,25,10,8
velar inox 5.5 بروكة,5.00,6,2,6.12,10,6.6,25,7.5,6
velar inox 5 بروكة,0.00,6,2,6.12,10,6.6,25,7.5,6
velar inox 4.5 بروكة,1.00,5,2,5.1,10,5.5,25,6.25,5
velar inox 4 بروكة,-2.00,4,2,4.08,10,4.4,25,5,4
bioral 50 gris بروشة مدورة,1.00,38,2,38.76,10,41.8,25,47.5,38
bioral 60 gris بروشة مدورة,2.00,58,2,59.16,10,63.8,25,72.5,58
bioral 100 gris بروشة,2.00,27,2,27.54,10,29.7,25,33.75,27
bioral 90 gris بروشة,4.00,21,2,21.42,10,23.1,25,26.25,21
bioral 80 gris بروشة,2.00,16,2,16.32,10,17.6,25,20,16
bioral 70 gris بروشة,0.00,14,2,14.28,10,15.4,25,17.5,14
akro N09 بروشة,17.00,4,2,4.08,10,4.4,25,5,4
بروشة عادية / بكية,26.00,4,2,4.08,10,4.4,25,5,4
بلانة الزليج يد مشروك peygran 10x‏10,1.00,92,2,93.84,10,101.2,25,115,92
بلانة يد ازرق GERMANY,0.00,65,2,66.3,10,71.5,25,81.25,65
بلانة انوكس يد ازرق akro,112.00,43,2,43.86,10,47.3,25,53.75,43
velar 1.2m يد مكينة,2.00,190,2,193.8,10,209,25,237.5,190
fugalite invesible 3kg kerakoll,0.00,450,2,459,10,495,25,562.5,450
KERAKOLL H40 EXTREME 10KG,19.00,889,2,906.78,10,977.9,25,1111.25,889
ليخة ميني بروس 2face,-2.00,146,2,148.92,10,160.6,25,182.5,146
بروكة حيط16,1.00,12,2,12.24,10,13.2,25,15,12
ERGO MECHE HILTI 10*160,7.00,10,2,10.2,10,11,25,12.5,10
ERGO MECHE HILTI 12*160,13.00,12,2,12.24,10,13.2,25,15,12
بونجة بدون يد RUBI,-26.00,30,2,30.6,10,33,25,37.5,30
125mm velar ديسكو مرمو,3.00,130,2,132.6,10,143,25,162.5,130
يد لوح velar 1.5kg مطرقة,0.00,48,2,48.96,10,52.8,25,60,48
SDS PO 14*250مكدي هلتي,8.00,9,2,9.18,10,9.9,25,11.25,9
PLA 400 *18 مكدي هلتي,1.00,20,2,20.4,10,22,25,25,20
PO 400*18 مكدي هلتي,4.00,20,2,20.4,10,22,25,25,20
PLA 400*17 مكدي هلتي,4.00,20,2,20.4,10,22,25,25,20
PO 400*17 مكدي هلتي,3.00,20,2,20.4,10,22,25,25,20
TOTAL PLA 14*250*مكدي هلتي‎20,1.00,18,2,18.36,10,19.8,25,22.5,18
مكدي وبنتيرو ديكاجور متوسط,4.00,35,2,35.7,10,38.5,25,43.75,35
مطرقة velar 1kg يد لوح,0.00,32,2,32.64,10,35.2,25,40,32
مطرقة زليج عادية G‏500,6.00,16,2,16.32,10,17.6,25,20,16
بلانة بونجة يد ابيض RUBI,-4.00,70,2,71.4,10,77,25,87.5,70
بلانة مستيك يد لوح زرقاء RUBI,-1.00,160,2,163.2,10,176,25,200,160
بلانة بونج اسود RUBI,1.00,55,2,56.1,10,60.5,25,68.75,55
بلانة مستيك يد لوح بيضاء RUBI,3.00,160,2,163.2,10,176,25,200,160
بروس فيي مدور لامون 10,5.00,105,2,107.1,10,115.5,25,131.25,105
مطرقة زليج عادية g‏750,0.00,22,2,22.44,10,24.2,25,27.5,22
مطرقة زليج عادية kg‏1,4.00,26,2,26.52,10,28.6,25,32.5,26
زليج سوداء راس دهبية بدون لومبلاج RUBI,165.00,22,2,22.44,10,24.2,25,27.5,22
سيبور حجر كرانيطو,6.00,7,2,7.14,10,7.7,25,8.75,7
RUBI TVA 115 ديسكو زليج,1.00,300,2,306,10,330,25,375,300
rubi original يد مكينة,0.00,550,2,561,10,605,25,687.5,550
مطرقة مسمار بيجو,6.00,32,2,32.64,10,35.2,25,40,32
مطرقة مسمار,6.00,24,2,24.48,10,26.4,25,30,24
مطرقة مسمار XCORT,7.00,35,2,35.7,10,38.5,25,43.75,35
موس رونديل زليج RUBI,7.00,250,2,255,10,275,25,312.5,250
موس زليج رونديل TOP VIE C,34.00,23,2,23.46,10,25.3,25,28.75,23
موس زليج رونديل VIKTA TOP,30.00,23,2,23.46,10,25.3,25,28.75,23
RUBI SILVER 10 شوكة زليج,5.00,180,2,183.6,10,198,25,225,180
شوكة زليج 10 RUBI,41.00,51,2,52.02,10,56.1,25,63.75,51
شوكة زليج سوداء راس دهبية لومبلاج RUBI,9.00,120,2,122.4,10,132,25,150,120
موس زليج طويل RUBI,6.00,280,2,285.6,10,308,25,350,280
موس زليج قصير RUBI,4.00,390,2,397.8,10,429,25,487.5,390
SIKAFLEX PRO 11 FC GRIS,-7.00,67,2,68.34,10,73.7,25,83.75,67
sikaflex 118 extr.gab blanc,0.00,62,2,63.24,10,68.2,25,77.5,62
سيليكون ابيض 7 tec,-5.00,96,2,97.92,10,105.6,25,120,96
SAINT-GOBAIN GRIS GIVRE سيليكون,2.00,12,2,12.24,10,13.2,25,15,12
abc 915fc سيليكون,1.00,38,2,38.76,10,41.8,25,47.5,38
AGUILA PORCOLIN 125 ديسكو,1.00,200,2,204,10,220,25,250,200
ديسكو كرانيط اسود 125 VELAR,10.00,130,2,132.6,10,143,25,162.5,130
fratelle brasive 115 ديسكو زليج,16.00,85,2,86.7,10,93.5,25,106.25,85
SOLGA 115MM ZIGZAG ROUGE سكو,2.00,211,2,215.22,10,232.1,25,263.75,211
موس زليج VELAR,0.00,22,2,22.44,10,24.2,25,27.5,22
Rubi 250g مطرقة زليج,10.00,88,2,89.76,10,96.8,25,110,88
STURDMAX كولا شحمة,0.00,40,2,40.8,10,44,25,50,40
بونجة الحك الزليج 100,5.00,55,2,56.1,10,60.5,25,68.75,55
نظارات الحماية عادية,-1.00,10,2,10.2,10,11,25,12.5,10
شبكة بيضة صغيرة akro,1.00,17,2,17.34,10,18.7,25,21.25,17
قلم ممتاز,226.00,8,2,8.16,10,8.8,25,10,8
بوشاردي 4 ممتاز,1.00,2800.00,2,2856,10,3080,25,3500,2800
بوشاردي 3 ممتاز,0.00,2100.00,2,2142,10,2310,25,2625,2100
سابلي 4 رؤوس ممتاز,0.00,2800.00,2,2856,10,3080,25,3500,2800
SOLGA 180MM ROUGE ديسكو,1.00,237,2,241.74,10,260.7,25,296.25,237
ديسكو نجمة بروشكة صغير 100*14,-1.00,105,2,107.1,10,115.5,25,131.25,105
شراط حمام 1 سنتيم 180 ملم,0.00,700,2,714,10,770,25,875,700
ديسكو كرانيك 180 ملم بروشكة,1.00,163,2,166.26,10,179.3,25,203.75,163
بواطة مكادى cat 3psc,1.00,105,2,107.1,10,115.5,25,131.25,105
FAMELE INDEX (M8) 1PCS طال انثى,67.00,1,2,1.02,10,1.1,25,1.25,1
INDEX ALUM (4.2*23 TPB) GRIS ار,995.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.2*23 TPB) BLANC,490.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.2*14 TPB) GRIS ار,430.00,0,2,0,10,0,25,0,0
FAMELE INDEX (M10) 1PCS طال انثى,0.00,2,2,2.04,10,2.2,25,2.5,2
INDEX ALUM (4.2*14 TPB) NOIR ار,472.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.2*23 TPB) NOIR ر,432.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*32 PARKER)مار,233.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*19 PARKER)سمار,226.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.2*14 TPB) BLANC,500.00,1,2,1.02,10,1.1,25,1.25,1
INDEX ALUM (3.5*9.5 TBB) مسمار,927.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*25 PARKER)مار,218.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*25 TBB)مسمار,385.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*32 TBB)مسمار,400.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.2*38 TPB) مسمار,500.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*19 TPB) مسمار,772.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.2*32 TPB) مسمار,464.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*100 PARKER)مار,100.00,1,2,1.02,10,1.1,25,1.25,1
INDEX ALUM (4.2*25 TPB) مسمار,494.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*38 PARKER)مار,0.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.2*19 TPB) مسمار,990.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*19 TBB)مسمار,987.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*32 TPB) مسمار,500.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*70 PARKER)مار,90.00,1,2,1.02,10,1.1,25,1.25,1
INDEX ALUM (4.8*50 PARKER)مار,248.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*80 PARKER)مار,80.00,1,2,1.02,10,1.1,25,1.25,1
INDEX ALUM (4.8*16 TBB)مسمار,990.00,0,2,0,10,0,25,0,0
CIRCLE (M10*70) PCS1 شوفي ميطال,50.00,8,2,8.16,10,8.8,25,10,8
INDEX (M8*60) PCS1 شوفي ميطال,84.00,3,2,3.06,10,3.3,25,3.75,3
GANCHO (M8*60) PCS1 شوفي ميطال,100.00,5,2,5.1,10,5.5,25,6.25,5
CIRCLE (M8*60) PCS1 شوفي ميطال,300.00,4,2,4.08,10,4.4,25,5,4
INDEX KROCHI M8 (PCS1) في صباغة,50.00,7,2,7.14,10,7.7,25,8.75,7
GANCHO (M10*70) PCS1 شوفي ميطال,50.00,8,2,8.16,10,8.8,25,10,8
INDEX (M10*70) PCS1 شوفي ميطال,88.00,5,2,5.1,10,5.5,25,6.25,5
INDEX KROCHI M5 (PCS1) في صباغة,50.00,5,2,5.1,10,5.5,25,6.25,5
INDEX KROCHI M4 (PCS1) في صباغة,50.00,4,2,4.08,10,4.4,25,5,4
INDEX ALUM (4.8*75 TBB) مسمار,246.00,1,2,1.02,10,1.1,25,1.25,1
INDEX ALUM (4.8*38 TPB) مسمار,470.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*50 TBB)مسمار,422.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*60 PARKER)مار,222.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.2*14 TPB) BLANC,500.00,0,2,0,10,0,25,0,0
FAMELE INDEX (M12) 1PCS طال انثى,44.00,3,2,3.06,10,3.3,25,3.75,3
INDEX ALUM (4.2*23 TPB) BLANC,500.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.2*14 TPB) GRIS ار,500.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*38 TBB)مسمار,387.00,0,2,0,10,0,25,0,0
INDEX ALUM (4.8*60 TPB) مسمار,440.00,0,2,0,10,0,25,0,0
SERRE CABLE 8,146.00,3,2,3.06,10,3.3,25,3.75,3
SERRE CABLE 10,100.00,4,2,4.08,10,4.4,25,5,4
SERRE CABLE 14,21.00,5,2,5.1,10,5.5,25,6.25,5
SERRE CABLE 16,38.00,7,2,7.14,10,7.7,25,8.75,7
SERRE CABLE 20,49.00,9,2,9.18,10,9.9,25,11.25,9
كيلو مسمار هند 3/5/6,-6.68,35,2,35.7,10,38.5,25,43.75,35
RONDELLE M 08*30,-910.00,0,2,0,10,0,25,0,0
RONDELLE M 06*25,967.00,0,2,0,10,0,25,0,0
ECROU TH RONDELLE M 08,"1  088,00",0,2,0,10,0,25,0,0
ECROU TH RONDELLE M 12,328.00,1,2,1.02,10,1.1,25,1.25,1
RONDELLE M 12*30,593.00,0,2,0,10,0,25,0,0
RONDELLE M 08*20,862.00,0,2,0,10,0,25,0,0
RONDELLE M 06*20,"1  352,00",0,2,0,10,0,25,0,0
ECROU TH RONDELLE M 10,365.00,0,2,0,10,0,25,0,0
RONDELLE M 12*20,913.00,0,2,0,10,0,25,0,0
RONDELLE M 06*30,438.00,0,2,0,10,0,25,0,0
ECROU TH RONDELLE M 06,"2  209,00",0,2,0,10,0,25,0,0
ECROU TH RONDELLE M 14,279.00,1,2,1.02,10,1.1,25,1.25,1
(500PCS) 4*16 ريماتشي,115.00,0,2,0,10,0,25,0,0
(500PCS) 4.8*16 ريماتشي,441.00,0,2,0,10,0,25,0,0
bekhal 8mm PCS 1 شوفي بلاستيك,261.00,0,2,0,10,0,25,0,0
bekhal 10mm PCS 1 شوفي بلاستيك,-360.00,0,2,0,10,0,25,0,0
bekhal 12mm PCS 1 شوفي بلاستيك,9.00,0,2,0,10,0,25,0,0
INDEX 1 PCS 10 شوفي,16.00,1,2,1.02,10,1.1,25,1.25,1
INDEX 1 PCS 12 شوفي,-23.00,1,2,1.02,10,1.1,25,1.25,1
(1000PCS) 3*16 ريماتشي,985.00,1,2,1.02,10,1.1,25,1.25,1
3.5Xمسمار خشب‎25 PCS 1,324.00,0,2,0,10,0,25,0,0
3.5Xمسمار خشب‎30 PCS 1,32.00,1,2,1.02,10,1.1,25,1.25,1
3.5Xمسمار خشب‎40 PCS 1,514.00,1,2,1.02,10,1.1,25,1.25,1
4Xمسمار خشب‎16 PCS 1,450.00,1,2,1.02,10,1.1,25,1.25,1
4Xمسمار خشب‎20 PCS 1,30.00,1,2,1.02,10,1.1,25,1.25,1
4X30 مسمار خشب PCS 1,348.00,0,2,0,10,0,25,0,0
4Xمسمار خشب‎40 PCS 1,269.00,0,2,0,10,0,25,0,0
4Xمسمار خشب‎50 PCS 1,23.00,0,2,0,10,0,25,0,0
4xمسمار خشب‎60PCS 1,484.00,0,2,0,10,0,25,0,0
4Xمسمار خشب‎70 PCS 1,427.00,0,2,0,10,0,25,0,0
5Xمسمار خشب‎20PCS 1,380.00,0,2,0,10,0,25,0,0
5Xمسمار خشب‎30PCS 1,390.00,0,2,0,10,0,25,0,0
5Xمسمار خشب‎40 PCS 1,412.00,0,2,0,10,0,25,0,0
5X50 مسمار خشبPCS 1,254.00,0,2,0,10,0,25,0,0
5Xمسمار خشب‎70 PCS 1,761.00,0,2,0,10,0,25,0,0
6Xمسمار خشب‎50 PCS 1,523.00,0,2,0,10,0,25,0,0
6Xمسمار خشب‎80 PCS 1,349.00,0,2,0,10,0,25,0,0
6Xمسمار خشب‎100 PCS 1,105.00,0,2,0,10,0,25,0,0
6Xمسمار خشب‎120 PCS 1,265.00,1,2,1.02,10,1.1,25,1.25,1
KYATA L4*40,185.00,0,2,0,10,0,25,0,0
KYATA L4*50,70.00,0,2,0,10,0,25,0,0
KYATA L4*60,183.00,0,2,0,10,0,25,0,0
KYATA L5*40,120.00,0,2,0,10,0,25,0,0
KYATA L5*50,194.00,0,2,0,10,0,25,0,0
KYATA L5*60,170.00,1,2,1.02,10,1.1,25,1.25,1
KYATA L5*80,181.00,1,2,1.02,10,1.1,25,1.25,1
KYATA L6*80,109.00,1,2,1.02,10,1.1,25,1.25,1
KYATA L4*30,387.00,0,2,0,10,0,25,0,0
RZIZA?4*60,223.00,0,2,0,10,0,25,0,0
RZIZA?5*80,98.00,1,2,1.02,10,1.1,25,1.25,1
RZIZA?6*80,77.00,1,2,1.02,10,1.1,25,1.25,1
8*60 TIREFOND مسمار ساروت,-138.00,1,2,1.02,10,1.1,25,1.25,1
6*70 TIREFOND مسمار ساروت,137.00,1,2,1.02,10,1.1,25,1.25,1
6*120 TIREFOND مسمار ساروت,0.00,1,2,1.02,10,1.1,25,1.25,1
6*100 TIREFOND مسمار ساروت,96.00,1,2,1.02,10,1.1,25,1.25,1
8*120 TIREFOND مسمار ساروت,14.00,1,2,1.02,10,1.1,25,1.25,1
RZIZA? 4*50,386.00,0,2,0,10,0,25,0,0
RZIZA?4*30,347.00,0,2,0,10,0,25,0,0
RZIZA?5*40,197.00,1,2,1.02,10,1.1,25,1.25,1
6*40 TIREFOND مسمار ساروت,284.00,0,2,0,10,0,25,0,0
8*50 TIREFOND مسمار ساروت,78.00,1,2,1.02,10,1.1,25,1.25,1
6*90 TIREFOND مسمار ساروت,126.00,1,2,1.02,10,1.1,25,1.25,1
6*30 TIREFOND مسمار ساروت,381.00,1,2,1.02,10,1.1,25,1.25,1
6*80 TIREFOND مسمار ساروت,176.00,1,2,1.02,10,1.1,25,1.25,1
RZIZA?4*40,195.00,0,2,0,10,0,25,0,0
RZIZA?3*20,393.00,0,2,0,10,0,25,0,0
RZIZA?5*70,291.00,1,2,1.02,10,1.1,25,1.25,1
RZIZA?5*60,184.00,1,2,1.02,10,1.1,25,1.25,1
CHROME 8*100 M شوفي ميطاليك,56.00,2,2,2.04,10,2.2,25,2.5,2
شوفي ميطاليك M‏ 120*10,25.00,4,2,4.08,10,4.4,25,5,4
شوفي ميطاليك M‏ 120*8,22.00,3,2,3.06,10,3.3,25,3.75,3
8*60/8*65 M شوفي ميطاليك,75.00,2,2,2.04,10,2.2,25,2.5,2
شوفي ميطاليك جبص 65*6,26.00,4,2,4.08,10,4.4,25,5,4
شوفي ميطاليك M‏ 140*8,127.00,4,2,4.08,10,4.4,25,5,4
شوفي ميطاليك M‏ 120*8,146.00,3,2,3.06,10,3.3,25,3.75,3
